type,subject,format,question,answer
toss-up,energy,Multiple Choice,7) Energy – Multiple Choice Which technology is the largest source of carbon-free renewable electricity in the United States? W) Hydroelectric X) Photovoltaics [photo-vawl-TAY-iks] Y) Wind turbines Z) Geothermal,W) HYDROELECTRIC
bonus,energy,Short Answer,"7) Energy – Short Answer What unit of heat energy equals 100,000 BTUs?","THERM
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,8) Math – Short Answer What is the value of x when x/3 + 5 = 18?,39
bonus,math,Multiple Choice,"8) Math – Multiple Choice In the Cartesian coordinate system, which of the following points is closest to the origin? W) (–8, 11) X) (–4, 13) Y) (10, –9) Z) (12, –7)","Y) (10, –9)"
toss-up,energy,Short Answer,11) Physical Science – Short Answer What type of radiation is associated with the release of very high energy photons?,GAMMA
toss-up,math,Short Answer,"12) Math – Short Answer Rounded to the nearest 100, what is 415 times 7?",2900
bonus,math,Short Answer,12) Math – Short Answer What is the volume of a rectangular pyramid with base dimensions 15 and 12 and height 13?,780
toss-up,energy,Multiple Choice,14) Energy – Multiple Choice Which of the following is closest to the percentage of the energy used in the United States that comes from non-renewable sources? W) 60 X) 70 Y) 80 Z) 90,Z) 90
bonus,energy,Multiple Choice,14) Energy – Multiple Choice Which of the following types of energy is associated with the reservoir behind a dam? W) Kinetic X) Chemical Y) Electrical Z) Potential,Z) POTENTIAL
toss-up,math,Short Answer,"17) Math – Short Answer The point (–4, –8) is reflected over the y-axis. In what quadrant does the reflected point lie?",4 (ACCEPT: FOURTH)
bonus,math,Short Answer,"17) Math – Short Answer If f of x equals –2 times 8 to the x power, what is f of 2/3?","–8
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
bonus,energy,Short Answer,18) Physical Science – Short Answer You throw a ball into the air. What type of energy is at a maximum when the ball reaches its highest point?,POTENTIAL (ACCEPT: GRAVITATIONAL POTENTIAL)
toss-up,math,Short Answer,"20) Math – Short Answer Express the following number in scientific notation: 67,400",6.74 X 104
bonus,math,Short Answer,"20) Math – Short Answer If angle ABC is inscribed in a circle and measures 35 degrees, what is the degree measure of arc ABC?",290
toss-up,energy,Short Answer,3) Energy – Short Answer New research at Lawrence Livermore National Lab captures carbon dioxide and converts it to sodium bicarbonate. What is the more common name of sodium bicarbonate?,BAKING SODA
bonus,energy,Multiple Choice,"3) Energy – Multiple Choice To maximize solar energy absorption in the northern hemisphere, the front of a building constructed for passive solar should face what direction? W) North X) South Y) East Z) West","X) SOUTH
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,5) Math – Short Answer What is the additive inverse of –4/7?,4/7
bonus,math,Short Answer,"5) Math – Short Answer If a fully-charged cell phone is good for 8 hours, how many minutes remain after using 30% of the battery?","336
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,6) Physical Science – Multiple Choice A photon of what wavelength carries the most energy? W) Red X) Ultraviolet Y) Infrared Z) Blue,X) ULTRAVIOLET
toss-up,math,Multiple Choice,"7) Math – Multiple Choice When a pair of parallel lines is cut by a transversal, 8 angles are formed. If one of these angles measures 145 degrees, how many of the other 7 angles also measure 145 degrees? W) 1 X) 2 Y) 3 Z) 4",Y) 3
bonus,math,Short Answer,"7) Math – Short Answer If b and c satisfy the system of equations 6b + 7 = 12c and 2b – 5c = 4, what is c?","–19/3 (ACCEPT: –6 1/3)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,11) Energy – Multiple Choice Which of the following areas of the United States has the most potential for geothermal energy? W) Northeast X) Southeast Y) Northwest Z) Southwest,Y) NORTHWEST
bonus,energy,Short Answer,11) Energy – Short Answer Mirrors are molded into what shape to capture and concentrate solar energy in trough-type solar thermal installations?,"PARABOLA (ACCEPT: PARABOLIC)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,14) Math – Short Answer How many centimeters is 35 millimeters?,3.5 (ACCEPT: 3 ½)
bonus,math,Short Answer,14) Math – Short Answer What is the area of a right triangle with hypotenuse of length 7 and one leg of length 5?,5√6
toss-up,energy,Short Answer,"16) Energy – Short Answer Today's nuclear power reactors convert about 4 percent of the potential energy in their fuel to make electricity. A new class of fuel being developed at DOE National Labs may increase this amount to 20 percent. In doing so, by what factor would the efficiency of the process be multiplied?",5
bonus,energy,Short Answer,16) Energy – Short Answer Short Answer What were the two metal components of the first battery designed by Alesandro Volta?,ZINC AND SILVER (DO NOT ACCEPT: ZINC AND COPPER)
toss-up,math,Short Answer,17) Math – Short Answer What is 52 – 25?,–7
bonus,math,Short Answer,"17) Math – Short Answer What is the distance between the points (2, –5) and (–7, 8)?","5√10
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
bonus,energy,Multiple Choice,18) Life Science – Multiple Choice Which of the following best describes the role of NADPH in the process of photosynthesis? W) Source of high energy phosphate X) Oxidizing agent Y) Reducing agent Z) Acceptor of high energy phosphate,Y) REDUCING AGENT
toss-up,math,Short Answer,"19) Math – Short Answer In degrees, what is the supplement of a 27-degree angle?",153
bonus,math,Short Answer,19) Math – Short Answer What is the prime factorization of 294?,"2∙3∙72
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,1) Life Science – Multiple Choice From what source does the energy required for photsynthesis come? W) Water X) Oxygen Y) Carbon Dioxide Z) Sunlight,Z) SUNLIGHT
toss-up,energy,Short Answer,2) Energy – Short Answer Most ethanol in the U.S. is produced from what crop?,CORN
bonus,energy,Multiple Choice,2) Energy – Multiple Choice Which of the following types of coal is produced in the smallest amount in the U.S.? W) Anthracite [AN-thrah-site] X) Bituminous [bih-TOOM-in-us] Y) Lignite Z) Subbituminous [sub-bih-TOOM-in-us],W) ANTHRACITE
bonus,energy,Short Answer,3) Earth and Space – Short Answer What is the term for the production of usable energy directly from inorganic molecules?,"CHEMOSYNTHESIS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"5) Math – Short Answer A map has a scale of 2 cm to 9 kilometers. What is the distance, in kilometers, between 2 cities that are 12 cm apart on the map?",54
bonus,math,Short Answer,5) Math – Short Answer Solve the following equation for x: open parenthesis 4x – 3 close parenthesis squared = 25.,"–1/2 or 2 (MUST GIVE BOTH ANSWERS; ACCEPT –0.5 for –1/2)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"9) Energy – Short Answer While the United States has the largest known coal reserves on Earth, what country produces the most coal annually, accounting for roughly half of the coal produced worldwide?",CHINA
bonus,energy,Short Answer,9) Energy – Short Answer Lawrence Livermore Lab researchers have developed 3D-printed graphene aerogel electrodes for supercapacitors. What do supercapacitors store?,"ELECTRICITY (ACCEPT: ELECTRICAL ENERGY, ELECTRICAL CHARGE)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,10) Math – Short Answer What is the multiplicative inverse of –7/3?,–3/7
bonus,math,Multiple Choice,"10) Math – Multiple Choice A student makes the following conjecture: “If a quadrilateral is a rhombus, then it must be a parallelogram.” If someone doesn’t believe this conjecture is true, which of the following would be necessary to have a counterexample to it? W) A rhombus that is a parallelogram X) A parallelogram that is a rhombus Y) A rhombus that is not a parallelogram Z) A parallelogram that is not a rhombus",Y) A RHOMBUS THAT IS NOT A PARALLELOGRAM
toss-up,math,Short Answer,12) Math – Short Answer What is the greatest integer less than or equal to the log base 3 of 579?,5
bonus,math,Short Answer,"12) Math – Short Answer Given f of x = 4x2 – 3 and g of x = 4 over open parenthesis x – 5 close parenthesis, calculate g of f of 3.",1/7
bonus,energy,Short Answer,15) Physical Science – Short Answer Friction converts mechanical energy into what other form of energy?,"HEAT
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,16) Energy – Multiple Choice A reaction where the system absorbs energy is known as which of the following? W) Exothermic X) Endothermic Y) Nuclear Z) Thermodynamic,X) ENDOTHERMIC
bonus,energy,Short Answer,16) Energy – Short Answer What quantity is equal to the product of power and time?,ENERGY
toss-up,math,Short Answer,17) Math – Short Answer What is 7/9 times ¾?,7/12
bonus,math,Short Answer,17) Math – Short Answer What is the area of a rhombus with diagonals of length 22 and 28?,"308
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,22) Math – Short Answer What is the circumference of a circle of radius 9?,18π
bonus,math,Short Answer,"22) Math – Short Answer What is the least common multiple of 12, 16, and 22?",528
toss-up,energy,Multiple Choice,2) Energy – Multiple Choice It is estimated that up to 350 billion tons of carbon dioxide could be stored around the world in un-mineable coal beds. What is the term for processes that secure carbon dioxide and prevent its emission into the atmosphere? W) Carbon corralling X) Carbon isolation Y) Carbon sequestration Z) Carbon seclusion,Y) CARBON SEQUESTRATION
bonus,energy,Short Answer,2) Energy – Short Answer Order the following three types of light bulb from least to most efficient: 1) LED; 2) Fluorescent; 3) Incandescent.,"3, 2, 1"
toss-up,math,Short Answer,4) Math – Short Answer Jim brings 20 candy bars to class and divides them so that each of his classmates receives an equal share of 4/5 of a bar. How many classmates does Jim have?,25
bonus,math,Short Answer,4) Math – Short Answer Find the coordinates of all points of intersection of the parabola with equation y = x2 + 7x + 10 and the line with equation y = –x – 6.,"(–4, –2)"
toss-up,math,Multiple Choice,"6) Math – Multiple Choice 4,800 meters is how many kilometers? W) 4.8 X) 48 Y) 480,000 Z) 4,800,000",W) 4.8
bonus,math,Short Answer,"6) Math – Short Answer Maria went shopping in two stores with her birthday gift money. In the first store, she spent two-thirds of what she had plus $3. In the second store, she spent three-fifths of what was left plus $2. She then had $8 left. How many dollars did she begin with?",84
toss-up,energy,Multiple Choice,"7) Energy – Multiple Choice You installed a brand new Energy Star-rated range in your kitchen, and you discover that it has an induction cooktop. Which of the following cookware materials would best function on an induction cooktop? W) Cast iron X) Anodized [ANN-oh-dized] aluminum Y) Copper Z) Non-magnetic stainless steel",W) CAST IRON
bonus,energy,Multiple Choice,"7) Energy – Multiple Choice According to the US Energy Information Administration, in cents per kilowatt-hour, which of the following is closest to the average cost of electricity for an American household in 2014? W) 2 X) 6 Y) 12 Z) 16","Y) 12
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,11) Energy – Multiple Choice Which of the following sources provides the most water for drinking and industrial purposes in the US? W) Fresh surface water X) Saline groundwater Y) Fresh groundwater Z) Oceans,W) FRESH SURFACE WATER
bonus,energy,Multiple Choice,11) Energy – Multiple Choice A team of physicists and engineers at DOE’s Brookhaven National Laboratory has tested a 20-ton cylindrical magnet that could form the heart of an upgraded particle detector at the Relativistic Heavy Ion Collider. Which of the following would the magnet do? W) Bend the trajectories of charged particles emerging from proton and ion collisions X) Form new ions in the collider Y) Heat charged particles in the collider Z) Cool charged particles in the collider,"W) BEND THE TRAJECTORIES OF CHARGED PARTICLES EMERGING FROM PROTON AND ION
COLLISIONS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,12) Math – Short Answer Solve the following equation for x: open parenthesis x – 12 close parenthesis divided by 8 equals ½.,16
bonus,math,Short Answer,12) Math – Short Answer What is the perimeter of a square having the same area as a circle of radius 6?,24√π
toss-up,energy,Multiple Choice,16) Physical Science – Multiple Choice Which of the following has the highest energy photons? W) Blue light X) Yellow light Y) Infrared Z) Microwaves,W) BLUE LIGHT
toss-up,math,Short Answer,"18) Math – Short Answer If the intercepts of a line are (0,5) and (5,0), what is the slope-intercept equation of the line?",y = –x + 5
bonus,math,Short Answer,18) Math – Short Answer Find the surface area of a square pyramid with slant height 5 whose base has sides of length 6.,96
toss-up,math,Short Answer,22) Math – Short Answer What is 36% of 3?,"1.08 (ACCEPT: 27/25, 1 2/25)"
