type,subject,format,question,answer
bonus,energy,Multiple Choice,16) Energy – Multiple Choice Which of the following is the least geographically-restricted form of grid-scale energy storage? W) Pumped hydro X) Batteries Y) Compressed air Z) Hot water,X) BATTERIES
toss-up,biology,Multiple Choice,17) Biology – Multiple Choice Topoisomerases [toh-poh-eye-SAW-mer-aces] are involved in which of the following processes? W) DNA transcription X) DNA replication Y) RNA translation Z) RNA processing,X) DNA REPLICATION
bonus,biology,Short Answer,"17) Biology – Short Answer What early developmental stage of an animal follows the morula stage and consists of a single, spherical layer of cells enclosing a hollow, central cavity?","BLASTULA
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,18) Math – Short Answer Evaluate the following expression: log base 3 of 27 + log base 5 of 25.,5
bonus,math,Short Answer,18) Math – Short Answer What is the slope of the tangent line to the function F(x) = 1000 – 200x – 5x2 at x = 4?,-240
toss-up,math,Short Answer,20) Math – Short Answer What is the value of 60 factorial divided by open parenthesis 59 factorial times 3 factorial close parenthesis?,10
bonus,math,Short Answer,20) Math – Short Answer Identify all of the following three integer operations that are commutative: 1) Addition; 2) Subtraction; 3) Multiplication.,1 AND 3
toss-up,biology,Multiple Choice,21) Biology – Multiple Choice Which of the following hormones is a precursor of both estrogen and testosterone? W) Cortisol X) Ergosterol [ur-GAWS-tur-awl] Y) Aldosterone [al-DOSS-ter-own] Z) DHEA,Z) DHEA
bonus,biology,Multiple Choice,"21) Biology – Multiple Choice Based on the formation of a phragmoplast [FRAG-moh-plast], which of the following pairs of organisms are most closely related? W) Cyanobacteria and ameobas X) Land plants and green algae Y) Red algae and brown algae Z) Land plants and cyanobacteria","X) LAND PLANTS AND GREEN ALGAE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,"22) Physics – Short Answer Carbon-10 has a half-life of approximately 19 seconds. Approximately how long, in seconds, will it take for a sample of carbon-10 to decay to one- sixteenth of its original size?",76
bonus,physics,Multiple Choice,22) Physics – Multiple Choice Which of the following dictates that the maximum percentage of power that can be extracted from a p-n junction solar cell is 33.7%? W) Biot Savart's Law X) Ampere's Law Y) Shockley - Queisser [KYE-zur] Limit Z) Betz's Law,Y) SHOCKLEY-QUEISSER LIMIT
toss-up,chemistry,Multiple Choice,"23) Chemistry – Multiple Choice An aqueous solution contains silver ions, barium ions, iron (III) ions, and nitrate ions. Upon addition of sodium chloride, which of the following will precipitate out of the solution first? W) Iron (III) chloride X) Barium chloride Y) Sodium nitrate Z) Silver chloride",Z) SILVER CHLORIDE
bonus,chemistry,Short Answer,23) Chemistry – Short Answer Other than hydrogen and the noble elementsWhat non-noble element has the lowest energy valence orbitals?,FLUORINE
toss-up,biology,Multiple Choice,Which of the following processes results in a net reduction in the amount of atmospheric carbon dioxide? W) Photosynthesis [foh-tuh-SIN-thuh-sis] X) Fossil fuel use Y) Respiration Z) Decomposition,W) PHOTOSYNTHESIS
bonus,biology,Multiple Choice,Photosynthesis requires water as a reactant. Oxygen atoms from the water end up in which of the following product molecules? W) Molecular oxygen X) Water Y) Glucose Z) ATP,W) MOLECULAR OXYGEN
toss-up,physics,Multiple Choice,"If an ideal gas performs work on its surroundings, then which of the following must be true? W) Its pressure increases X) Its volume increases Y) Its temperature increases Z) Its internal energy decreases",X) ITS VOLUME INCREASES
bonus,physics,Multiple Choice,A 90 kilogram fullback running north at 10 meters per second is tackled by a 120 kilogram linebacker running south at 4 meters per second in a perfectly inelastic collision. Which of the following is the velocity in meters per second of the players after the collision? W) 3 south X) 3 north Y) 2 south Z) 2 north,Z) 2 NORTH
toss-up,math,Multiple Choice,"For all real numbers, the expression [the square root of the quantity x squared minus 4 x plus 4] equals which of the following? W) x 2 X) x x Y) x [the absolute value of the quantity x minus 2] 2 + 2 Z)x | 2| + 2","Y) x
| 2|"
bonus,math,Short Answer,What are the coordinates of the vertex of the graph of y x x ? 2,"= 2 + 8 – 3
(-2, -11)"
toss-up,chemistry,Multiple Choice,Which of the following types of structures describes a beta sheet? W) Primary X) Secondary Y) Tertiary [TER-shee-er-ee] Z) Quaternary [KWOT-er-ner-ree],X) SECONDARY
bonus,chemistry,Short Answer,What is the oxidation state of bromine in the compound bromous acid?,+3
toss-up,energy,Multiple Choice,"When traveling at the same speed, which of the following fission products has the greatest kinetic energy? W) A neutron X) An alpha particle Y) A beta particle Z) A positron",X) AN ALPHA PARTICLE
bonus,energy,Short Answer,"Name all of the following four choices that are types of coal: 1) lignite, 2) bituminous [by-TOO-muh-nuhs], 3) dolomite, 4) anthracite [AN-thruh-syt].","1, 2, 4 (ACCEPT: LIGNITE, BITUMINOUS, ANTHRACITE)"
toss-up,biology,Short Answer,What is the commercially important gelatinous [juh-LAT-n-uhs] substance that is produced by Gelidium amansii?,AGAR
bonus,biology,Multiple Choice,Which of the following molecules does NOT act as an electron shuttle? W) NAD+ X) Cytochrome C Y) Pyruvate [py-ROO-vayt] Z) Coenzyme Q,Y) PYRUVATE
toss-up,physics,Multiple Choice,Which of the following will double the power dissipated by a resistor? W) Doubling the voltage across the resistor X) Decreasing the voltage to one half of the original value Y) Increasing the voltage by a factor of the square root of 2 Z) Decreasing the voltage by a factor of the square root of 2,Y) INCREASING THE VOLTAGE BY A FACTOR OF THE SQUARE ROOT OF 2
bonus,physics,Short Answer,"Given c as 3 X 108 meters per second, what is the wavelength in meters to the nearest tenth of a radio wave with a frequency of 94.7 megahertz?",3.2
toss-up,math,Multiple Choice,"The equation x k [negative 3 plus the absolute value of the quantity negative 2x minus 5 equals k] has no solution if k equals which of the following? -3 + |-2 - 5| = W) X) Y) - 5 Z) -3 0 AN7SWER: W) -5 BONUS 10) MATH Multiple Choice Which of the following statements is NOT true? W) x x [cosine of negative x equals cosine of x] X) x x [tangent of negative x equals tangent of x] Y) Tchoes( a-m) p=li tcuodse( o)f y is equal to Z) Ttahne( -ra)n =ge t aonf( y ) is [-5 , 5] [the closed interval from negative 5 to 5] = -2 cost( ) 2","X) =x -5 sint( )x
tan(- ) = tan( )"
toss-up,chemistry,Short Answer,How many moles of carbon dioxide are produced from the combustion of 5 moles of hydrogen?,0
bonus,chemistry,Multiple Choice,Which of the following is NOT a component of a phospholipid [fos-foh-LIP-id]? W) Water X) Glycerol Y) Fatty acid Z) Phosphate group,W) WATER
toss-up,energy,Multiple Choice,Which of the following power types demonstrates large scale temporary storage of energy? W) Coal X) Chemical Y) Hydroelectric Z) Wind,Y) HYDROELECTRIC
bonus,energy,Short Answer,The insides of vacuum chambers are frequently mirrored; what form of heat transfer does this prevent?,RADIATIVE (ALSO ACCEPT RADIATION OR THERMAL RADIATION)
toss-up,biology,Short Answer,Motion of the basilar membrane stimulates what cell type that initiates the transmission of a signal to the brain?,INNER HAIR (ALSO ACCEPT STEREOCILIA OR HAIR CELLS)
bonus,biology,Multiple Choice,The basilar membrane in the cochlea [KOK-lee-uh] is differentially sensitive to which of the following aspects of sound? W) Amplitude X) Direction Y) Frequency Z) Bandwidth,Y) FREQUENCY
toss-up,physics,Multiple Choice,Which of the following particles has an electric charge of zero? W) Electron X) Quark Y) Gluon Z) Muon,Y) GLUON
bonus,physics,Short Answer,"A swimming pool water pump draws about 4.2 amperes when connected to 240 volts. If energy costs 10 cents per kilowatt hour, what is the bill to the nearest cent for running the pump continuously for 1 day?",$2.42 (ACCEPT: 242 CENTS)
toss-up,math,Short Answer,"If the graph of the function f lies in quadrant IV, then in which quadrant does the graph of the inverse of f lie?",II (ACCEPT: 2 OR SECOND)
bonus,math,Short Answer,What is the period of the function f x ( x [f of x equals the sine of the quantity pi over 6 times x plus pi over 4]? ( ) = sin( π/6) + π/4),12
toss-up,chemistry,Multiple Choice,Which of the following metals commonly forms cations [KAT-eye-uhns] with differing charges? W) Strontium X) Rubidium Y) Calcium Z) Chromium,Z) CHROMIUM
bonus,chemistry,Multiple Choice,"Which of the following is the most common linkage between successive monomers in cellulose? W) Alpha-1, 4 X) Alpha-1, 6 Y) Beta-1, 4 Z) Beta-1, 6","Y) BETA-1, 4"
toss-up,energy,Multiple Choice,"One of the criticisms of ground-mount solar farms is the amount of space they occupy. A new solar system was recently announced called “floatovoltaics,” because it is a floating solar farm. Which of the following is NOT a potential benefit of this system? W) Reducing evaporation X) Reducing algae growth Y) Short-term profitability Z) Increasing solar panel power production",Y) SHORT-TERM PROFITABILITY
bonus,energy,Short Answer,"WhenIodine-131 is ingested, which organ most readily absorbs it and can potentially be damaged by it?",THYROID
toss-up,biology,Multiple Choice,Which of the following is an incorrect descriptor of DNA replication? W) Semi-conservative X) Discontinuous on the lagging strand and continuous on the leading strand Y) High-fidelity Z) Repetitive,Z) REPETITIVE
bonus,biology,Multiple Choice,Which of the following is NOT a cellular structure that functions to increase surface area and maximize the performance of cellular processes? W) Pili [pee-LEE] X) Microvilli [my-kroh-VIL-eye] Y) Cisternae [si-STUR-nee] Z) Cristae [KRIS-tuh],W) PILI
toss-up,physics,Multiple Choice,A spinning skater draws her arms in closer to her body to rotate faster. Which of the following conservation principles is being applied? W) Rotational kinetic energy X) Torque Y) Angular momentum Z) Energy,Y) ANGULAR MOMENTUM
bonus,physics,Short Answer,An object with a moment of inertia of 2 kilogram meters squared about its axis of rotation makes 6 revolutions per minute. A second stationary object is now gently placed on the first so that the combined moment of inertia about the spin axis is 4 kilogram meters squared. What is the spin rate in revolutions per minute of the composite object?,3
toss-up,math,Multiple Choice,"Which of the following is an equivalent form of i [2 over the quantity 3 plus i]? 2/(3 + ) W) i [open parenthesis 3 minus i,close parenthesis, over 4] X) i [open parenthesis 3 minus i,close parenthesis, over 5] (3 – )/4 Y) i [open parenthesis 4 minus i,close parenthesis, over 4] (3 – )/5 Z) i [open parenthesis 4 minus i,close parenthesis, over 5] (4 – )/4 AN(S4W – E)R/5: X) i (3 – )/5 BONUS 22) MATH Multiple Choice Which of the following points is on the graph of the inverse of the functionf x x + 2 [f of x equals 10 to the power of the quantity x plus 2]? W) ( ) = 10 X) Y) (100, 0 ) Z) (0, 100 ) (10, 0) AN(S0W, 1E0R): W) (100, 0) Round 1 Page 11 TOSS-UP 23) CHEMISTRY Short Answer What is the term for a product generated in one step of a reaction mechanism that is consumed as a reactant in another step?","REACTION INTERMEDIATE (ACCEPT: REACTIVE INTERMEDIATE OR
INTERMEDIATE)"
bonus,chemistry,Short Answer,"Several years ago, scientists announced that they had succeeded in getting a nucleus of calcium-48 to fuse with a nucleus of plutonium-244. The combined nucleus is a nucleus of what element?","UNUNQUADIUM (ACCEPT: ELEMENT 114; UUQ, FLEROVIUM, OR FL)"
toss-up,biology,Multiple Choice,In which of the following locations would a spliceosome [SPLY- see-uh-sohm] be found? W) Nucleus [NOO-klee-uhs] X) Cytoplasm Y) Plasma membrane Z) Endosome,W) NUCLEUS
bonus,biology,Short Answer,"Identify all of the following five structures which can be found on paramecia [par-uh-MEE-see-uh]: 1) oral groove, 2) cilia, 3) contractile vacuoles, 4) flagella, 5) trichocysts [TRIK-uh-sists].","1, 2, 3, 5 (ACCEPT: ORAL GROOVE, CILIA, CONTRACTILE VACUOLES,
TRICHOCYSTS)"
toss-up,biology,Multiple Choice,"Which of the following plant hormones is manufactured primarily in the shoot tips, in embryos, and in parts of developing flowers and seeds? W) Auxins [AWK-sins] X) Cytokinins [sy-tuh-KY-nins] Y) Gibberellins [jib-uh-REL-ins] Z) Ethylene",W) AUXINS
bonus,biology,Multiple Choice,What is the most immediate role for the protons produced from water photolysis [foh-TOL-uh-sis] during photosynthesis? W) React with oxygen to make water X) Acidify the mitochondrial matrix and provide fuel for chemiosmosis Y) Contribute to the proton gradient in the thylakoid and ultimately provide energy to make ATP Z) Combine with carbon dioxide during sugar synthesis,"Y) CONTRIBUTE TO THE PROTON GRADIENT IN THE THYLAKOID AND
ULTIMATELY PROVIDE ENERGY TO MAKE ATP"
